"","bioguide_id","icpsr_id"
"1360","F000329",14467
"1361","F000332",29560
"1362","F000438",49504
"1363","F000347",15025
"1364","F000348",29110
"1365","F000350",10585
"1366","F000351",NA
"1367","F000356",3349
"1368","F000371",3364
"1369","F000380",13015
"1370","F000381",12015
"1371","F000384",3374
"1372","F000387",29543
"1373","F000388",14014
"1374","F000422",3409
"1375","F000424",10586
"1376","F000426",29545
"1377","F000430",10587
"1378","F000434",29394
"1379","F000435",NA
"1380","G000015",11017
"1381","G000016",3433
"1382","G000025",15099
"1383","G000034",13103
"1384","G000036",14420
"1385","G000047",14470
"1386","G000055",11018
"1387","G000069",10519
"1388","G000071",3480
"1389","G000072",14303
"1390","G000091",3499
"1391","G000098",3506
"1392","G000102",3510
"1393","G000105",11067
"1394","G000130",3535
"1395","G000134",15636
"1396","G000144",10728
"1397","G000151",3553
"1398","G000153",10588
"1399","G000175",3575
"1400","G000192",10589
"1401","G000208",10729
"1402","G000226",14016
"1403","G000236",14304
"1404","G000237",3629
"1405","G000240",14422
"1406","G000267",3658
"1407","G000282",3670
"1408","G000290",10521
"1409","G000321",14423
"1410","G000348",10590
"1411","G000349",14225
"1412","G000368",3743
"1413","G000371",15414
"1414","G000381",3754
"1415","G000382",15415
"1416","G000387",13016
"1417","G000388",12105
"1418","G000400",15101
"1419","G000402",14629
"1420","G000407",3775
"1421","G000417",14471
"1422","G000418",3783
"1423","G000420",10591
"1424","G000450",10730
"1425","G000454",10731
"1426","G000458",11065
"1427","G000465",3824
"1428","G000471",3830
"1429","G000480",14630
"1430","G000495",3853
"1431","G000499",15102
"1432","G000504",10592
"1433","G000508",3864
"1434","G000511",14631
"1435","G000512",3867
"1436","G000513",11019
"1437","G000515",14424
"1438","G000524",14827
"1439","G000528",14017
"1440","G000531",10593
"1441","G000537",14018
"1442","H000010",10522
"1443","H000012",14227
"1444","H000013",3901
"1445","H000041",3929
"1446","H000048",3936
"1447","H000049",10523
"1448","H000058",14880
"1449","H000070",14291
"1450","H000073",14228
"1451","H000081",3963
"1452","H000085",3967
"1453","H000096",29308
"1454","H000114",10732
"1455","H000124",11020
"1456","H000144",14633
"1457","H000151",15606
"1458","H000158",10733
"1459","H000164",10594
"1460","H000166",14229
"1461","H000168",14019
"1462","H000170",11202
"1463","H000171",10734
"1464","H000173",10735
"1465","H000174",4043
"1466","H000175",12016
"1467","H000191",10524
"1468","H000197",4064
"1469","H000204",4071
"1470","H000216",4081
"1471","H000230",12040
"1472","H000236",15416
"1473","H000237",10805
"1474","H000241",14231
"1475","H000249",4110
"1476","H000264",4125
"1477","H000269",15027
"1478","H000281",10525
"1479","H000287",14305
"1480","H000291",4148
"1481","H000297",4154
"1482","H000302",14830
"1483","H000306",10526
"1484","H000310",4165
"1485","H000317",14104
"1486","H000327",12017
"1487","H000340",14831
"1488","H000343",11203
"1489","H000344",14515
"1490","H000346",10736
"1491","H000374",14905
"1492","H000384",14504
"1493","H000385",4227
"1494","H000388",15079
"1495","H000390",15418
"1496","H000408",4247
"1497","H000424",4262
"1498","H000437",4275
"1499","H000438",4276
"1500","H000439",14913
"1501","H000440",11021
"1502","H000445",14705
"1503","H000448",14233
"1504","H000449",14425
"1505","H000452",29547
"1506","H000456",13050
"1507","H000465",10737
"1508","H000471",4299
"1509","H000490",14832
"1510","H000502",4328
"1511","H000514",15103
"1512","H000530",4354
"1513","H000547",14833
"1514","H000550",4373
"1515","H000559",4382
"1516","H000561",10806
"1517","H000563",10738
"1518","H000566",13017
"1519","H000568",4388
"1520","H000582",14234
"1521","H000586",14834
"1522","H000598",4418
"1523","H000624",13018
"1524","H000638",14020
"1525","H000641",14634
"1526","H000652",15607
"1527","H000670",15421
"1528","H000675",14514
"1529","H000678",4482
"1530","H000683",4487
"1531","H000684",4488
"1532","H000690",4494
"1533","H000692",12018
"1534","H000707",29388
"1535","H000713",4514
"1536","H000717",4518
"1537","H000719",14235
"1538","H000720",4520
"1539","H000722",14426
"1540","H000729",15422
"1541","H000746",4543
"1542","H000747",14021
"1543","H000752",14022
"1544","H000753",4548
"1545","H000776",14635
"1546","H000786",4579
"1547","H000788",29128
"1548","H000797",10596
"1549","H000802",4592
"1550","H000840",10739
"1551","H000851",14236
"1552","H000875",4660
"1553","H000878",14237
"1554","H000897",14023
"1555","H000901",14427
"1556","H000905",14106
"1557","H000906",14024
"1558","H000912",29314
"1559","H000922",12106
"1560","H000951",14706
"1561","H000953",4728
"1562","H000956",14516
"1563","H000965",10740
"1564","H000972",11022
"1565","H001001",10741
"1566","H001011",10597
"1567","H001013",14680
"1568","H001018",14636
"1569","I000001",10528
"1570","I000007",4796
"1571","I000029",14428
"1572","I000039",4824
"1573","J000008",4846
"1574","J000013",4851
"1575","J000047",15608
"1576","J000057",4891
"1577","J000064",4898
"1578","J000074",14637
"1579","J000083",14429
"1580","J000098",4927
"1581","J000099",14241
"1582","J000100",4928
"1583","J000101",14707
"1584","J000108",10529
"1585","J000109",4935
"1586","J000119",4943
"1587","J000135",4957
"1588","J000149",29770
"1589","J000158",4977
"1590","J000160",4979
"1591","J000187",15609
"1592","J000189",14107
"1593","J000195",5009
"1594","J000200",14836
"1595","J000211",95120
"1596","J000216",12038
"1597","J000246",5056
"1598","J000248",5058
"1599","J000265",15426
"1600","J000266",14027
"1601","J000267",5073
"1602","J000269",10807
"1603","J000278",5083
"1604","K000011",15505
"1605","K000013",5097
"1606","K000014",5098
"1607","K000015",5099
"1608","K000017",14708
"1609","K000019",14242
"1610","K000020",5101
"1611","K000025",11023
"1612","K000032",5112
"1613","K000036",5116
"1614","K000037",13019
"1615","K000038",10744
"1616","K000040",5118
"1617","K000044",5122
"1618","K000053",5131
"1619","K000070",5148
"1620","K000077",14243
"1621","K000086",13020
"1622","K000107",5180
"1623","K000110",15427
"1624","K000114",10809
"1625","K000130",5199
"1626","K000144",5213
"1627","K000153",14028
"1628","K000162",14244
"1629","K000170",5235
"1630","K000171",5236
"1631","K000177",5241
"1632","K000181",29322
"1633","K000190",14245
"1634","K000195",10530
"1635","K000196",5255
"1636","K000199",5258
"1637","K000244",5301
"1638","K000249",5306
"1639","K000262",29372
"1640","K000264",11024
"1641","K000273",5326
"1642","K000274",29150
"1643","K000298",5349
"1644","K000302",12019
"1645","K000304",14638
"1646","K000307",15031
"1647","K000309",15428
"1648","K000312",29139
"1649","K000318",10531
"1650","K000319",14431
"1651","K000320",5362
"1652","K000322",14639
"1653","K000325",14246
"1654","K000326",10745
"1655","K000328",39313
"1656","K000333",14247
"1657","K000335",5372
"1658","K000343",10789
"1659","K000348",11025
"1660","K000351",5385
"1661","K000356",11027
"1662","L000018",5404
"1663","L000020",14071
"1664","L000024",5410
"1665","L000045",15430
"1666","L000049",12020
"1667","L000054",5436
"1668","L000065",5447
"1669","L000069",5451
"1670","L000081",5463
"1671","L000098",29114
"1672","L000116",5495
"1673","L000119",15611
"1674","L000122",5500
"1675","L000148",14077
"1676","L000167",14640
"1677","L000180",14641
"1678","L000547",14838
"1679","L000187",14434
"1680","L000192",14642
"1681","L000561",14433
"1682","L000221",10599
"1683","L000225",15032
"1684","L000226",14029
"1685","L000237",14643
"1686","L000240",5606
"1687","L000243",13021
"1688","L000260",5625
"1689","L000264",15034
"1690","L000265",14249
"1691","L000295",15035
"1692","L000299",5654
"1693","L000326",5678
"1694","L000333",13022
"1695","L000344",5694
"1696","L000360",14030
"1697","L000381",14251
"1698","L000382",10600
"1699","L000396",14645
"1700","L000411",15128
"1701","L000413",10601
"1702","L000417",10602
"1703","L000425",5764
"1704","L000428",5767
"1705","L000429",10746
"1706","L000420",15631
"1707","L000431",29527
"1708","L000446",5783
"1709","L000458",10747
"1710","L000477",12021
"1711","L000479",14839
"1712","L000486",14646
"1713","L000506",12022
"1714","L000507",15823
"1715","L000508",14070
"1716","L000509",11028
"1717","L000516",14289
"1718","L000520",5843
"1719","M000005",5873
"1720","M000010",10533
"1721","M000011",10752
"1722","M000014",5880
"1723","M000015",15615
"1724","M000020",5884
"1725","M000021",5885
"1726","M000022",10753
"1727","M000023",15038
"1728","M000026",10754
"1729","M000039",5900
"1730","M000041",14033
"1731","M000052",5912
"1732","M000053",5913
"1733","M000058",14254
"1734","M000065",5924
"1735","M000070",5929
"1736","M000078",13052
"1737","M000100",29385
"1738","M000113",5967
"1739","M000117",15107
"1740","M000121",14034
"1741","M000129",29398
"1742","M000136",14436
"1743","M000139",14437
"1744","M000143",14438
"1745","M000148",10603
"1746","M000152",5998
"1747","M000174",14840
"1748","M000182",10755
"1749","M000195",14841
"1750","M000197",10604
"1751","M000199",6039
"1752","M000207",29540
"1753","M000224",6061
"1754","M000236",49305
"1755","M000241",10535
"1756","M000242",11031
"1757","M000244",13023
"1758","M000250",10605
"1759","M000253",6084
"1760","M000257",14906
"1761","M000260",14439
"1762","M000264",14650
"1763","M000273",6101
"1764","M000286",11032
"1765","M000291",13024
"1766","M000306",15040
"1767","M000311",6134
"1768","M000318",10748
"1769","M000332",6151
"1770","M000340",10606
"1771","M000342",15041
"1772","M000343",11063
"1773","M000346",11029
"1774","M000349",13025
"1775","M000364",6177
"1776","M000365",13026
"1777","M000393",6204
"1778","M000398",14843
"1779","M000399",10607
"1780","M000410",11030
"1781","M000413",14252
"1782","M000414",6220
"1783","M000418",6224
"1784","M000432",14844
"1785","M000433",10749
"1786","M000436",6240
"1787","M000445",6249
"1788","M000449",6253
"1789","M000452",6256
"1790","M000458",14845
"1791","M000459",10750
"1792","M000466",29399
"1793","M000473",14253
"1794","M000478",6276
"1795","M000486",10810
"1796","M000490",13027
"1797","M000512",15042
"1798","M000513",13028
"1799","M000527",13029
"1800","M000530",12024
"1801","M000558",10608
"1802","M000566",15108
"1803","M000573",15432
"1804","M000582",6366
"1805","M000589",15043
"1806","M000603",14032
"1807","M000605",6386
"1808","M000608",10536
"1809","M000610",10751
"1810","M000620",6399
"1811","M000623",10811
"1812","M000626",10756
"1813","M000635",12039
"1814","M000664",6437
"1815","M000667",11033
"1816","M000671",6442
"1817","M000675",13030
"1818","M000678",14073
"1819","M000682",6451
"1820","M000684",15109
"1821","M000685",14255
"1822","M000686",14036
"1823","M000687",15433
"1824","M000692",6455
"1825","M000703",12025
"1826","M000708",14037
"1827","M000719",6477
"1828","M000730",10812
"1829","M000759",NA
"1830","M000762",6516
"1831","M000770",6524
"1832","M000778",6532
"1833","M000779",13049
"1834","M000794",14257
"1835","M000796",10609
"1836","M000799",6548
"1837","M000808",14038
"1838","M000812",6559
"1839","M000826",13031
"1840","M000832",10758
"1841","M000833",12026
"1842","M000836",6579
"1843","M000839",14258
"1844","M000843",15639
"1845","M000845",6584
"1846","M000847",6586
"1847","M000851",10813
"1848","M000859",6597
"1849","M000860",15111
"1850","M000865",11035
"1851","M000876",6611
"1852","M000881",15044
"1853","M000892",6626
"1854","M000927",10537
"1855","M000926",14040
"1856","M000930",6661
"1857","M000956",14308
"1858","M000958",6685
"1859","M000991",6718
"1860","M000995",6721
"1861","M000999",14847
"1862","M001009",10538
"1863","M001014",6738
"1864","M001021",10610
"1865","M001022",6745
"1866","M001025",49303
"1867","M001031",10539
"1868","M001033",6754
"1869","M001035",6756
"1870","M001044",14260
"1871","M001045",6765
"1872","M001057",15046
"1873","M001074",6792
"1874","M001077",6795
"1875","M001078",6796
"1876","M001088",14441
"1877","M001092",10814
"1878","M001100",10815
"1879","M001101",13032
"1880","M001104",6816
"1881","M001114",6826
"1882","M001121",6831
"1883","M001123",14678
"1884","M001128",14261
"1885","M001130",11036
"1886","M001132",14442
"1887","N000003",15435
"1888","N000005",14848
"1889","N000009",6845
"1890","N000016",14262
"1891","N000019",10540
"1892","N000027",14849
"1893","N000028",6860
"1894","N000033",10816
"1895","N000052",6881
"1896","N000053",6882
"1897","N000054",29583
"1898","N000094",29119
"1899","N000095",11037
"1900","N000106",15047
"1901","N000113",6936
"1902","N000116",6939
"1903","N000127",14263
"1904","N000133",6955
"1905","N000136",10541
"1906","N000137",6958
"1907","N000163",14264
"1908","N000171",14108
"1909","N000178",10542
"1910","O000015",7003
"1911","O000016",7004
"1912","O000053",7041
"1913","O000058",7046
"1914","O000088",7070
"1915","O000090",10759
"1916","O000098",7081
"1917","O000001",14443
"1918","O000069",15048
"1919","O000074",7061
"1920","O000083",10543
"1921","O000084",10612
"1922","O000108",29146
"1923","O000120",7101
"1924","O000121",7102
"1925","O000134",10760
"1926","O000156",14042
"1927","P000009",12107
"1928","P000047",14444
"1929","P000049",29743
"1930","P000066",15617
"1931","P000080",14043
"1932","P000097",14652
"1933","P000098",7228
"1934","P000100",7229
"1935","P000103",7232
"1936","P000104",14850
"1937","P000106",10613
"1938","P000112",15171
"1939","P000121",14266
"1940","P000134",14267
"1941","P000148",15618
"1942","P000152",15452
"1943","P000166",10817
"1944","P000170",14445
"1945","P000193",10818
"1946","P000196",7313
"1947","P000215",15052
"1948","P000218",7333
"1949","P000222",11205
"1950","P000229",15228
"1951","P000259",29111
"1952","P000264",10544
"1953","P000272",11038
"1954","P000273",14287
"1955","P000280",13033
"1956","P000287",7392
"1957","P000303",7408
"1958","P000348",10545
"1959","P000349",7450
"1960","P000352",7453
"1961","P000366",7467
"1962","P000398",7498
"1963","P000399",11064
"1964","P000401",7500
"1965","P000405",NA
"1966","P000408",7506
"1967","P000415",11039
"1968","P000426",10615
"1969","P000452",15620
"1970","P000477",7568
"1971","P000485",13034
"1972","P000513",14268
"1973","P000516",7605
"1974","P000520",12027
"1975","P000522",7610
"1976","P000528",11062
"1977","P000546",14044
"1978","P000549",7634
"1979","P000552",7637
"1980","P000553",7638
"1981","P000556",10791
"1982","P000559",7642
"1983","P000569",10546
"1984","P000574",14446
"1985","Q000007",14447
"1986","Q000010",7671
"1987","Q000012",7673
"1988","Q000013",10616
"1989","R000001",7682
"1990","R000003",10761
"1991","R000012",11041
"1992","R000018",7695
"1993","R000046",7722
"1994","R000065",11042
"1995","R000067",14653
"1996","R000072",15439
"1997","R000077",7749
"1998","R000080",15053
"1999","R000082",7753
"2000","R000107",10762
"2001","R000567",29772
"2002","R000108",7777
"2003","R000109",10547
"2004","R000113",7781
"2005","R000132",7799
"2006","R000134",10790
"2007","R000143",10617
"2008","R000150",10618
"2009","R000152",10548
"2010","R000159",10763
"2011","R000164",10764
"2012","R000165",7824
"2013","R000178",29347
"2014","R000187",7844
"2015","R000188",7845
"2016","R000191",7847
"2017","R000206",10619
"2018","R000232",14269
"2019","R000243",15056
"2020","R000250",7901
"2021","R000252",29103
"2022","R000259",10549
"2023","R000260",7908
"2024","R000262",14046
"2025","R000268",14270
"2026","R000277",14654
"2027","R000280",7925
"2028","R000282",7926
"2029","R000308",14851
"2030","R000312",10550
"2031","R000314",7954
"2032","R000317",7958
"2033","R000354",15122
"2034","R000357",7995
"2035","R000374",8010
"2036","R000383",12042
"2037","R000384",14853
"2038","R000389",8021
"2039","R000392",8024
"2040","R000401",8032
"2041","R000404",8035
"2042","R000420",10765
"2043","R000421",10766
"2044","R000422",14047
"2045","R000423",10620
"2046","R000424",8049
"2047","R000426",8051
"2048","R000436",14048
"2049","R000442",10551
"2050","R000458",8080
"2051","R000459",14655
"2052","R000464",10552
"2053","R000467",8084
"2054","R000469",10553
"2055","R000481",15057
"2056","R000482",15123
"2057","R000484",13037
"2058","R000485",10621
"2059","R000489",14676
"2060","R000495",14449
"2061","R000508",10622
"2062","R000510",13038
"2063","R000512",11045
"2064","R000525",10819
"2065","R000536",8138
"2066","R000543",14271
"2067","R000545",12028
"2068","R000547",8147
"2069","R000556",10554
"2070","R000558",14049
"2071","S000014",15441
"2072","S000016",10821
"2073","S000045",11046
"2074","S000055",15504
"2075","S000056",15622
"2076","S000057",8214
"2077","S000058",14272
"2078","S000062",14050
"2079","S000066",15623
"2080","S000068",14509
"2081","S000070",10767
"2082","S000075",8225
"2083","S000081",14856
"2084","S000087",14450
"2085","S000096",12108
"2086","S000102",8247
"2087","S000108",10556
"2088","S000109",15058
"2089","S000117",8258
"2090","S000119",29324
"2091","S000120",8260
"2092","S000121",11047
"2093","S000124",10768
"2094","S000125",15624
"2095","S000128",10769
"2096","S000131",10770
"2097","S000132",14510
"2098","S000133",12043
"2099","S000135",8268
"2100","S000136",14857
"2101","S000138",8270
"2102","S000142",14051
"2103","S000143",15114
"2104","S000146",14273
"2105","S000159",10557
"2106","S000161",8288
"2107","S000174",8301
"2108","S000184",8311
"2109","S000193",10558
"2110","S000213",29506
"2111","S000217",12029
"2112","S000219",8341
"2113","S000224",8346
"2114","S000230",13040
"2115","S000232",8353
"2116","S000243",10623
"2117","S000269",49100
"2118","S000282",14859
"2119","S000286",14658
"2120","S000294",14274
"2121","S000327",8437
"2122","S000332",39306
"2123","S000335",8444
"2124","S000367",8474
"2125","S000378",8485
"2126","S000383",13041
"2127","S000388",10559
"2128","S000393",14660
"2129","S000395",10560
"2130","S000401",10624
"2131","S000406",8507
"2132","S000407",15059
"2133","S000408",8508
"2134","S000409",14872
"2135","S000423",14275
"2136","S000429",14710
"2137","S000430",8527
"2138","S000434",10820
"2139","S000454",8549
"2140","S000462",15443
"2141","S000472",10625
"2142","S000473",8564
"2143","S000477",15061
"2144","S000479",15115
"2145","S000505",8593
"2146","S000517",10822
"2147","S000527",14864
"2148","S000533",8616
"2149","S000545",8628
"2150","S000579",14876
"2151","S000584",15625
"2152","S000587",29579
"2153","S000590",8666
"2154","S000596",8672
"2155","S000601",15626
"2156","S000602",12110
"2157","S000622",14276
"2158","S000640",8709
"2159","S000662",29724
"2160","S000669",10626
"2161","S000673",14277
"2162","S000675",14662
"2163","S000701",8764
"2164","S000716",14278
"2165","S000717",8778
"2166","S000739",11206
"2167","S000756",8814
"2168","S000764",8177
"2169","S000762",10561
"2170","S000769",10627
"2171","S000772",14663
"2172","S000775",10628
"2173","S000776",10562
"2174","S000778",8824
"2175","S000782",10772
"2176","S000785",15117
"2177","S000795",14466
"2178","S000803",13043
"2179","S000804",10773
"2180","S000818",14865
"2181","S000829",8866
"2182","S000836",12047
"2183","S000841",14054
"2184","S000844",14452
"2185","S000846",11050
"2186","S000847",11051
"2187","S000852",8883
"2188","S000860",10563
"2189","S000890",13102
"2190","S000902",14665
"2191","S000907",14711
"2192","S000928",10629
"2193","S000935",14453
"2194","S000937",29570
"2195","S000948",12030
"2196","S000962",14309
"2197","S000991",15118
"2198","S000997",9017
"2199","S001037",9056
"2200","S001039",11052
"2201","S001040",14055
"2202","S001057",9072
"2203","S001075",15066
"2204","S001077",NA
"2205","S001101",15119
"2206","S001103",10774
"2207","S001113",29131
"2208","S001115",14666
"2209","S001122",15120
"2210","S001134",12031
"2211","S001136",9141
"2212","S001138",14056
"2213","S001139",14667
"2214","T000001",9144
"2215","T000022",10631
"2216","T000034",15068
"2217","T000035",9174
"2218","T000048",29582
"2219","T000053",14668
"2220","T000070",9203
"2221","T000099",9230
"2222","T000109",9240
"2223","T000110",9241
"2224","T000113",39303
"2225","T000118",9248
"2226","T000128",10775
"2227","T000134",13044
"2228","T000156",9284
"2229","T000178",10792
"2230","T000184",15069
"2231","T000198",9320
"2232","T000200",9322
"2233","T000217",11053
"2234","T000218",9339
"2235","T000229",9350
"2236","T000233",10564
"2237","T000234",13045
"2238","T000237",9356
"2239","T000243",14058
"2240","T000265",11061
"2241","T000294",10776
"2242","T000297",9408
"2243","T000298",9409
"2244","T000310",14455
"2245","T000314",29359
"2246","T000316",15070
"2247","T000321",14059
"2248","T000322",10823
"2249","T000356",14075
"2250","T000362",14060
"2251","T000367",14456
"2252","T000373",9473
"2253","T000393",14279
"2254","T000395",9494
"2255","T000400",14457
"2256","T000405",29319
"2257","T000410",10777
"2258","T000411",10565
"2259","T000436",10632
"2260","T000445",10824
"2261","U000001",10566
"2262","U000002",9549
"2263","U000004",9551
"2264","U000017",15629
"2265","U000034",9578
"2266","V000006",15073
"2267","V000024",10633
"2268","V000051",9627
"2269","V000069",9645
"2270","V000027",10794
"2271","V000029",14074
"2272","V000026",15074
"2273","V000047",9623
"2274","V000093",13046
"2275","V000098",10778
"2276","V000105",9677
"2277","V000109",10779
"2278","V000112",14459
"2279","V000124",15075
"2280","W000018",10567
"2281","W000024",9716
"2282","G000408",29575
"2283","W000035",10793
"2284","W000038",15244
"2285","W000044",14460
"2286","W000049",10780
"2287","W000065",10781
"2288","W000068",14461
"2289","W000089",9775
"2290","W000092",14511
"2291","W000107",14061
"2292","W000108",9791
"2293","W000110",10825
"2294","W000120",9801
"2295","W000121",9802
"2296","W000139",29526
"2297","W000147",12048
"2298","W000177",29145
"2299","W000180",14866
"2300","W000192",10782
"2301","W000197",10634
"2302","W000226",10635
"2303","W000228",9895
"2304","W000235",14867
"2305","W000237",14868
"2306","W000256",9920
"2307","W000258",14463
"2308","W000290",10636
"2309","W000310",9968
"2310","W000317",11054
"2311","W000320",9975
"2312","W000323",9978
"2313","W000326",15076
"2314","W000362",10637
"2315","W000390",10783
"2316","W000406",12033
"2317","W000410",10060
"2318","W000419",14464
"2319","W000426",14670
"2320","W000428",10075
"2321","W000439",10085
"2322","W000445",10091
"2323","W000446",10092
"2324","W000448",11055
"2325","W000465",10110
"2326","W000502",10147
"2327","W000525",11056
"2328","W000528",14671
"2329","W000559",10201
"2330","W000572",10212
"2331","W000607",14915
"2332","W000610",10249
"2333","W000636",11057
"2334","W000641",10279
"2335","W000647",14282
"2336","W000663",10299
"2337","W000665",49104
"2338","W000671",12034
"2339","W000675",10308
"2340","W000680",10784
"2341","W000682",14673
"2342","W000686",NA
"2343","W000752",14870
"2344","W000763",10391
"2345","W000777",14674
"2346","W000778",10785
"2347","W000780",10638
"2348","W000781",11058
"2349","W000782",10639
"2350","Y000006",10414
"2351","Y000013",10421
"2352","Y000014",12035
"2353","Y000028",14063
"2354","Y000035",14065
"2355","Y000043",10446
"2356","Y000047",10450
"2357","Y000051",14465
"2358","Y000052",14064
"2359","Y000053",10454
"2360","Y000060",10461
"2361","Z000001",10463
"2362","Z000002",14283
"2363","Z000003",10464
"2364","Z000004",29130
"2365","Z000008",29133
"2366","Z000010",11059
"2367","Z000013",14512
"2368","Z000014",15078
"2369","Z000016",11060
"2370","J000256",10788
"2371","T000075",14057
"2372","W000227",14281
"2373","R000189",15440
"2374","B000910",10786
"2375","D000534",10719
"2376","g000268",12037
"2377","G000272",10520
"2378","G000320",3704
"2379","G000421",3785
"2380","S000779",15065
"2381","W000391",29577
"2382","B001268",40913
"2383","A000195",10501
"2384","A000203",10701
"2385","A000206",195
"2386","A000219",14002
"2387","A000229",310
"2388","B000063",11200
"2389","B000078",29310
"2390","B000092",387
"2391","B000271",546
"2392","B001225",14702
"2393","B000788",14006
"2394","B000851",10571
"2395","B000908",1103
"2396","B000919",14803
"2397","B001008",10706
"2398","B001180",1341
"2399","B001208",1365
"2400","C000073",12006
"2401","C000431",1763
"2402","C000758",2052
"2403","D000122",10512
"2404","D000131",14618
"2405","D000158",2433
"2406","D000446",14622
"2407","E000239",14220
"2408","E000259",14820
"2409","F000141",12013
"2410","F000261",14224
"2411","F000353",3346
"2412","F000401",3388
"2413","H000278",4139
"2414","H000392",14232
"2415","H000479",10527
"2416","H000484",4311
"2417","H000904",4686
"2418","H000930",14238
"2419","H000947",4724
"2420","J000033",10742
"2421","J000115",10598
"2422","J000148",14025
"2423","J000151",10743
"2424","J000176",4993
"2425","J000206",5019
"2426","J000232",14026
"2427","K000341",5377
"2428","L000252",5617
"2429","L000267",29376
"2430","L000379",14250
"2431","L000415",5756
"2432","M000105",12023
"2433","M000175",10534
"2434","M000183",14035
"2435","M000191",6033
"2436","M000568",6353
"2437","M000718",11034
"2438","M000727",6483
"2439","M000736",15110
"2440","M000811",14713
"2441","M000923",14259
"2442","M000990",6717
"2443","M001098",10611
"2444","M001108",6820
"2445","O000010",14041
"2446","O000055",7043
"2447","P000230",7343
"2448","P000439",7533
"2449","R000041",7717
"2450","R000229",15055
"2451","R000337",13036
"2452","R000562",10555
"2453","S000021",8185
"2454","S000189",11048
"2455","S000436",8532
"2456","S000514",14862
"2457","S000548",10771
"2458","S000554",8636
"2459","S000560",11049
"2460","S000586",15062
"2461","S000607",15063
"2462","T000010",10630
"2463","W000212",9882
"2464","W000517",10162
"2465","W000518",10163
"2466","W000520",14672
"2467","W000570",14062
"2468","W000571",10640
"2469","D000610",20959
"2470","C001081",20960
"2471","D000611",20961
"2472","G000561",40914
"2473","G000560",20962
"2474","W000810",21122
"2475","R000591",21192
"2476","B001274",21193
"2477","S001185",21102
"2478","G000565",21103
"2479","Q000024",21104
"2480","S001183",21105
"2481","C001087",21106
"2482","G000567",21107
"2483","W000809",21108
"2484","D000612",21109
"2485","B001270",21110
"2486","T000470",21111
"2487","G000562",21112
"2488","C001083",21113
"2489","S001186",21114
"2490","N000185",21115
"2491","W000806",21116
"2492","R000593",21117
"2493","W000808",21118
"2494","W000807",21119
"2495","A000366",21120
"2496","R000590",21121
"2497","S001189",21123
"2498","H001050",21124
"2499","L000573",21125
"2500","D000613",21127
"2501","K000378",21128
"2502","H001059",21129
"2503","S001182",21130
"2504","S001188",21100
"2505","R000592",21131
"2506","B001275",21132
"2507","Y000064",21133
"2508","H001057",21134
"2509","Y000063",21135
"2510","R000588",21137
"2511","L000574",21138
"2512","H001052",21139
"2513","B001271",21141
"2514","H001058",21142
"2515","A000367",21143
"2516","C001085",21145
"2517","C001086",21146
"2518","N000186",21147
"2519","P000601",21148
"2520","H001053",21149
"2521","L000576",21150
"2522","H001055",21151
"2523","G000570",21152
"2524","R000594",21153
"2525","G000569",21154
"2526","H001054",21155
"2527","G000564",21156
"2528","H001051",21157
"2529","R000585",21101
"2530","B001272",21160
"2531","J000292",21162
"2532","S001187",21163
"2533","R000586",21164
"2534","G000563",21165
"2535","L000575",21166
"2536","K000376",21167
"2537","M001181",21168
"2538","M001179",21170
"2539","B001269",21171
"2540","C001084",21172
"2541","S001184",21173
"2542","D000615",21174
"2543","G000566",21175
"2544","M001182",21176
"2545","N000184",21177
"2546","F000459",21178
"2547","D000616",21179
"2548","B001273",21180
"2549","F000458",21181
"2550","F000461",21182
"2551","C001082",21183
"2552","R000589",21185
"2553","H001060",21186
"2554","G000568",21191
"2555","H001056",21187
"2556","D000614",21189
"2557","R000587",21190
"2558","R000595",41102
"2559","A000368",41106
"2560","J000293",41111
"2561","C001088",40916
"2562","B001277",41101
"2563","M001183",40915
"2564","L000577",41110
"2565","P000603",41104
"2566","H001061",41107
"2567","E000291",21159
"2568","M001180",21188
"2569","W000811",21126
"2570","F000460",21184
"2571","B001276",21158
"2572","P000602",21136
"2573","K000375",21140
"2574","H001062",21194
"2575","H001063",21195
"2576","T000471",21197
"2577","A000369",21196
"2578","B001278",21198
"2579","B001279",21199
"2580","D000354",2604
"2581","B001280",21336
"2582","C001098",41304
"2583","K000383",41300
"2584","W000817",41301
"2585","H001067",21346
"2586","Y000065",21317
"2587","D000621",21318
"2588","R000596",21320
"2589","F000462",21321
"2590","G000573",21322
"2591","P000604",31103
"2592","C001095",21301
"2593","C001093",21323
"2594","D000622",21325
"2595","S001190",21326
"2596","P000607",21370
"2597","S001192",21367
"2598","W000814",21360
"2599","O000170",21361
"2600","C001091",21362
"2601","W000816",21364
"2602","V000131",21365
"2603","V000132",21366
"2604","K000382",21340
"2605","D000620",21334
"2606","E000292",21327
"2607","B001286",21329
"2608","M001185",21344
"2609","C001092",21345
"2610","G000572",21363
"2611","B001282",21333
"2612","R000598",21357
"2613","M001187",21348
"2614","H001065",21349
"2615","L000578",21302
"2616","H001068",21303
"2617","C001097",21309
"2618","V000130",21314
"2619","F000463",41302
"2620","K000384",41305
"2621","L000579",21313
"2622","L000580",21341
"2623","W000813",21330
"2624","K000379",21335
"2625","B001284",21331
"2626","M001189",21332
"2627","K000380",21372
"2628","H001064",21369
